1 1.41421  0.346574 0.346574
7377 inf  inf inf
7378 inf  inf inf
7379 inf  inf inf
7380 inf  inf inf
7381 inf  inf inf
7382 inf  inf inf
7383 inf  inf inf
7384 inf  inf inf
7385 inf  inf inf
7386 inf  inf inf
7387 inf  inf inf
7388 inf  inf inf
7389 inf  inf inf
7390 inf  inf inf
7391 inf  inf inf
7392 inf  inf inf
7393 inf  inf inf
7394 inf  inf inf
7395 inf  inf inf
7396 inf  inf inf
7397 inf  inf inf
7398 inf  inf inf
7399 inf  inf inf
7400 inf  inf inf
7401 inf  inf inf
7402 inf  inf inf
7403 inf  inf inf
7404 inf  inf inf
7405 inf  inf inf
7406 inf  inf inf
7407 inf  inf inf
7408 inf  inf inf
7409 inf  inf inf
7410 inf  inf inf
7411 inf  inf inf
7412 inf  inf inf
7413 inf  inf inf
7414 inf  inf inf
7415 inf  inf inf
7416 inf  inf inf
7417 inf  inf inf
7418 inf  inf inf
7419 inf  inf inf
7420 inf  inf inf
7421 inf  inf inf
7422 inf  inf inf
7423 inf  inf inf
7424 inf  inf inf
7425 inf  inf inf
7426 inf  inf inf
7427 inf  inf inf
7428 inf  inf inf
7429 inf  inf inf
7430 inf  inf inf
7431 inf  inf inf
7432 inf  inf inf
7433 inf  inf inf
7434 inf  inf inf
7435 inf  inf inf
7436 inf  inf inf
7437 inf  inf inf
7438 inf  inf inf
7439 inf  inf inf
7440 inf  inf inf
7441 inf  inf inf
7442 inf  inf inf
7443 inf  inf inf
7444 inf  inf inf
7445 inf  inf inf
7446 inf  inf inf
7447 inf  inf inf
7448 inf  inf inf
7449 inf  inf inf
7450 inf  inf inf
7451 inf  inf inf
7452 inf  inf inf
7453 inf  inf inf
7454 inf  inf inf
7455 inf  inf inf
7456 inf  inf inf
7457 inf  inf inf
7458 inf  inf inf
7459 inf  inf inf
7460 inf  inf inf
7461 inf  inf inf
7462 inf  inf inf
7463 inf  inf inf
7464 inf  inf inf
7465 inf  inf inf
7466 inf  inf inf
7467 inf  inf inf
7468 inf  inf inf
7469 inf  inf inf
7470 inf  inf inf
7471 inf  inf inf
7472 inf  inf inf
7473 inf  inf inf
7474 inf  inf inf
7475 inf  inf inf
7476 inf  inf inf
7477 inf  inf inf
7478 inf  inf inf
7479 inf  inf inf
7480 inf  inf inf
7481 inf  inf inf
7482 inf  inf inf
7483 inf  inf inf
7484 inf  inf inf
7485 inf  inf inf
7486 inf  inf inf
7487 inf  inf inf
7488 inf  inf inf
7489 inf  inf inf
7490 inf  inf inf
7491 inf  inf inf
7492 inf  inf inf
7493 inf  inf inf
7494 inf  inf inf
7495 inf  inf inf
7496 inf  inf inf
7497 inf  inf inf
7498 inf  inf inf
7499 inf  inf inf
7500 inf  inf inf
7501 inf  inf inf
7502 inf  inf inf
7503 inf  inf inf
7504 inf  inf inf
7505 inf  inf inf
7506 inf  inf inf
7507 inf  inf inf
7508 inf  inf inf
7509 inf  inf inf
7510 inf  inf inf
7511 inf  inf inf
7512 inf  inf inf
7513 inf  inf inf
7514 inf  inf inf
7515 inf  inf inf
7516 inf  inf inf
7517 inf  inf inf
7518 inf  inf inf
7519 inf  inf inf
7520 inf  inf inf
7521 inf  inf inf
7522 inf  inf inf
7523 inf  inf inf
7524 inf  inf inf
7525 inf  inf inf
7526 inf  inf inf
7527 inf  inf inf
7528 inf  inf inf
7529 inf  inf inf
7530 inf  inf inf
7531 inf  inf inf
7532 inf  inf inf
7533 inf  inf inf
7534 inf  inf inf
7535 inf  inf inf
7536 inf  inf inf
7537 inf  inf inf
7538 inf  inf inf
7539 inf  inf inf
7540 inf  inf inf
7541 inf  inf inf
7542 inf  inf inf
7543 inf  inf inf
7544 inf  inf inf
7545 inf  inf inf
7546 inf  inf inf
7547 inf  inf inf
7548 inf  inf inf
7549 inf  inf inf
7550 inf  inf inf
7551 inf  inf inf
7552 inf  inf inf
7553 inf  inf inf
7554 inf  inf inf
7555 inf  inf inf
7556 inf  inf inf
7557 inf  inf inf
7558 inf  inf inf
7559 inf  inf inf
7560 inf  inf inf
7561 inf  inf inf
7562 inf  inf inf
7563 inf  inf inf
7564 inf  inf inf
7565 inf  inf inf
7566 inf  inf inf
7567 inf  inf inf
7568 inf  inf inf
7569 inf  inf inf
7570 inf  inf inf
7571 inf  inf inf
7572 inf  inf inf
7573 inf  inf inf
7574 inf  inf inf
7575 inf  inf inf
7576 inf  inf inf
7577 inf  inf inf
7578 inf  inf inf
7579 inf  inf inf
7580 inf  inf inf
7581 inf  inf inf
7582 inf  inf inf
7583 inf  inf inf
7584 inf  inf inf
7585 inf  inf inf
7586 inf  inf inf
7587 inf  inf inf
7588 inf  inf inf
7589 inf  inf inf
7590 inf  inf inf
7591 inf  inf inf
7592 inf  inf inf
7593 inf  inf inf
7594 inf  inf inf
7595 inf  inf inf
7596 inf  inf inf
7597 inf  inf inf
7598 inf  inf inf
7599 inf  inf inf
7600 inf  inf inf
7601 inf  inf inf
7602 inf  inf inf
7603 inf  inf inf
7604 inf  inf inf
7605 inf  inf inf
7606 inf  inf inf
7607 inf  inf inf
7608 inf  inf inf
7609 inf  inf inf
7610 inf  inf inf
7611 inf  inf inf
7612 inf  inf inf
7613 inf  inf inf
7614 inf  inf inf
7615 inf  inf inf
7616 inf  inf inf
7617 inf  inf inf
7618 inf  inf inf
7619 inf  inf inf
7620 inf  inf inf
7621 inf  inf inf
7622 inf  inf inf
7623 inf  inf inf
7624 inf  inf inf
7625 inf  inf inf
7626 inf  inf inf
7627 inf  inf inf
7628 inf  inf inf
7629 inf  inf inf
7630 inf  inf inf
7631 inf  inf inf
7632 inf  inf inf
7633 inf  inf inf
7634 inf  inf inf
7635 inf  inf inf
7636 inf  inf inf
7637 inf  inf inf
7638 inf  inf inf
7639 inf  inf inf
7640 inf  inf inf
7641 inf  inf inf
7642 inf  inf inf
7643 inf  inf inf
7644 inf  inf inf
7645 inf  inf inf
7646 inf  inf inf
7647 inf  inf inf
7648 inf  inf inf
7649 inf  inf inf
7650 inf  inf inf
7651 inf  inf inf
7652 inf  inf inf
7653 inf  inf inf
7654 inf  inf inf
7655 inf  inf inf
7656 inf  inf inf
7657 inf  inf inf
7658 inf  inf inf
7659 inf  inf inf
7660 inf  inf inf
7661 inf  inf inf
7662 inf  inf inf
7663 inf  inf inf
7664 inf  inf inf
7665 inf  inf inf
7666 inf  inf inf
7667 inf  inf inf
7668 inf  inf inf
7669 inf  inf inf
7670 inf  inf inf
7671 inf  inf inf
7672 inf  inf inf
7673 inf  inf inf
7674 inf  inf inf
7675 inf  inf inf
7676 inf  inf inf
7677 inf  inf inf
7678 inf  inf inf
7679 inf  inf inf
7680 inf  inf inf
7681 inf  inf inf
7682 inf  inf inf
7683 inf  inf inf
7684 inf  inf inf
7685 inf  inf inf
7686 inf  inf inf
7687 inf  inf inf
7688 inf  inf inf
7689 inf  inf inf
7690 inf  inf inf
7691 inf  inf inf
7692 inf  inf inf
7693 inf  inf inf
7694 inf  inf inf
7695 inf  inf inf
7696 inf  inf inf
7697 inf  inf inf
7698 inf  inf inf
7699 inf  inf inf
7700 inf  inf inf
7701 inf  inf inf
7702 inf  inf inf
7703 inf  inf inf
7704 inf  inf inf
7705 inf  inf inf
7706 inf  inf inf
7707 inf  inf inf
7708 inf  inf inf
7709 inf  inf inf
7710 inf  inf inf
7711 inf  inf inf
7712 inf  inf inf
7713 inf  inf inf
7714 inf  inf inf
7715 inf  inf inf
7716 inf  inf inf
7717 inf  inf inf
7718 inf  inf inf
7719 inf  inf inf
7720 inf  inf inf
7721 inf  inf inf
7722 inf  inf inf
7723 inf  inf inf
7724 inf  inf inf
7725 inf  inf inf
7726 inf  inf inf
7727 inf  inf inf
7728 inf  inf inf
7729 inf  inf inf
7730 inf  inf inf
7731 inf  inf inf
7732 inf  inf inf
7733 inf  inf inf
7734 inf  inf inf
7735 inf  inf inf
7736 inf  inf inf
7737 inf  inf inf
7738 inf  inf inf
7739 inf  inf inf
7740 inf  inf inf
7741 inf  inf inf
7742 inf  inf inf
7743 inf  inf inf
7744 inf  inf inf
7745 inf  inf inf
7746 inf  inf inf
7747 inf  inf inf
7748 inf  inf inf
7749 inf  inf inf
7750 inf  inf inf
7751 inf  inf inf
7752 inf  inf inf
7753 inf  inf inf
7754 inf  inf inf
7755 inf  inf inf
7756 inf  inf inf
7757 inf  inf inf
7758 inf  inf inf
7759 inf  inf inf
7760 inf  inf inf
7761 inf  inf inf
7762 inf  inf inf
7763 inf  inf inf
7764 inf  inf inf
7765 inf  inf inf
7766 inf  inf inf
7767 inf  inf inf
7768 inf  inf inf
7769 inf  inf inf
7770 inf  inf inf
7771 inf  inf inf
7772 inf  inf inf
7773 inf  inf inf
7774 inf  inf inf
7775 inf  inf inf
7776 inf  inf inf
7777 inf  inf inf
7778 inf  inf inf
7779 inf  inf inf
7780 inf  inf inf
7781 inf  inf inf
7782 inf  inf inf
7783 inf  inf inf
7784 inf  inf inf
7785 inf  inf inf
7786 inf  inf inf
7787 inf  inf inf
7788 inf  inf inf
7789 inf  inf inf
7790 inf  inf inf
7791 inf  inf inf
7792 inf  inf inf
7793 inf  inf inf
7794 inf  inf inf
7795 inf  inf inf
7796 inf  inf inf
7797 inf  inf inf
7798 inf  inf inf
7799 inf  inf inf
7800 inf  inf inf
7801 inf  inf inf
7802 inf  inf inf
7803 inf  inf inf
7804 inf  inf inf
7805 inf  inf inf
7806 inf  inf inf
7807 inf  inf inf
7808 inf  inf inf
7809 inf  inf inf
7810 inf  inf inf
7811 inf  inf inf
7812 inf  inf inf
7813 inf  inf inf
7814 inf  inf inf
7815 inf  inf inf
7816 inf  inf inf
7817 inf  inf inf
7818 inf  inf inf
7819 inf  inf inf
7820 inf  inf inf
7821 inf  inf inf
7822 inf  inf inf
7823 inf  inf inf
7824 inf  inf inf
7825 inf  inf inf
7826 inf  inf inf
7827 inf  inf inf
7828 inf  inf inf
7829 inf  inf inf
7830 inf  inf inf
7831 inf  inf inf
7832 inf  inf inf
7833 inf  inf inf
7834 inf  inf inf
7835 inf  inf inf
7836 inf  inf inf
7837 inf  inf inf
7838 inf  inf inf
7839 inf  inf inf
7840 inf  inf inf
7841 inf  inf inf
7842 inf  inf inf
7843 inf  inf inf
7844 inf  inf inf
7845 inf  inf inf
7846 inf  inf inf
7847 inf  inf inf
7848 inf  inf inf
7849 inf  inf inf
7850 inf  inf inf
7851 inf  inf inf
7852 inf  inf inf
7853 inf  inf inf
7854 inf  inf inf
7855 inf  inf inf
7856 inf  inf inf
7857 inf  inf inf
7858 inf  inf inf
7859 inf  inf inf
7860 inf  inf inf
7861 inf  inf inf
7862 inf  inf inf
7863 inf  inf inf
7864 inf  inf inf
7865 inf  inf inf
7866 inf  inf inf
7867 inf  inf inf
7868 inf  inf inf
7869 inf  inf inf
7870 inf  inf inf
7871 inf  inf inf
7872 inf  inf inf
7873 inf  inf inf
7874 inf  inf inf
7875 inf  inf inf
7876 inf  inf inf
7877 inf  inf inf
7878 inf  inf inf
7879 inf  inf inf
7880 inf  inf inf
7881 inf  inf inf
7882 inf  inf inf
7883 inf  inf inf
7884 inf  inf inf
7885 inf  inf inf
7886 inf  inf inf
7887 inf  inf inf
7888 inf  inf inf
7889 inf  inf inf
7890 inf  inf inf
7891 inf  inf inf
7892 inf  inf inf
7893 inf  inf inf
7894 inf  inf inf
7895 inf  inf inf
7896 inf  inf inf
7897 inf  inf inf
7898 inf  inf inf
7899 inf  inf inf
7900 inf  inf inf
7901 inf  inf inf
7902 inf  inf inf
7903 inf  inf inf
7904 inf  inf inf
7905 inf  inf inf
7906 inf  inf inf
7907 inf  inf inf
7908 inf  inf inf
7909 inf  inf inf
7910 inf  inf inf
7911 inf  inf inf
7912 inf  inf inf
7913 inf  inf inf
7914 inf  inf inf
7915 inf  inf inf
7916 inf  inf inf
7917 inf  inf inf
7918 inf  inf inf
7919 inf  inf inf
7920 inf  inf inf
7921 inf  inf inf
7922 inf  inf inf
7923 inf  inf inf
7924 inf  inf inf
7925 inf  inf inf
7926 inf  inf inf
7927 inf  inf inf
7928 inf  inf inf
7929 inf  inf inf
7930 inf  inf inf
7931 inf  inf inf
7932 inf  inf inf
7933 inf  inf inf
7934 inf  inf inf
7935 inf  inf inf
7936 inf  inf inf
7937 inf  inf inf
7938 inf  inf inf
7939 inf  inf inf
7940 inf  inf inf
7941 inf  inf inf
7942 inf  inf inf
7943 inf  inf inf
7944 inf  inf inf
7945 inf  inf inf
7946 inf  inf inf
7947 inf  inf inf
7948 inf  inf inf
7949 inf  inf inf
7950 inf  inf inf
7951 inf  inf inf
7952 inf  inf inf
7953 inf  inf inf
7954 inf  inf inf
7955 inf  inf inf
7956 inf  inf inf
7957 inf  inf inf
7958 inf  inf inf
7959 inf  inf inf
7960 inf  inf inf
7961 inf  inf inf
7962 inf  inf inf
7963 inf  inf inf
7964 inf  inf inf
7965 inf  inf inf
7966 inf  inf inf
7967 inf  inf inf
7968 inf  inf inf
7969 inf  inf inf
7970 inf  inf inf
7971 inf  inf inf
7972 inf  inf inf
7973 inf  inf inf
7974 inf  inf inf
7975 inf  inf inf
7976 inf  inf inf
7977 inf  inf inf
7978 inf  inf inf
7979 inf  inf inf
7980 inf  inf inf
7981 inf  inf inf
7982 inf  inf inf
7983 inf  inf inf
7984 inf  inf inf
7985 inf  inf inf
7986 inf  inf inf
7987 inf  inf inf
7988 inf  inf inf
7989 inf  inf inf
7990 inf  inf inf
7991 inf  inf inf
7992 inf  inf inf
7993 inf  inf inf
7994 inf  inf inf
7995 inf  inf inf
7996 inf  inf inf
7997 inf  inf inf
7998 inf  inf inf
7999 inf  inf inf
8000 inf  inf inf
8001 inf  inf inf
8002 inf  inf inf
8003 inf  inf inf
8004 inf  inf inf
8005 inf  inf inf
8006 inf  inf inf
8007 inf  inf inf
8008 inf  inf inf
8009 inf  inf inf
8010 inf  inf inf
8011 inf  inf inf
8012 inf  inf inf
8013 inf  inf inf
8014 inf  inf inf
8015 inf  inf inf
8016 inf  inf inf
8017 inf  inf inf
8018 inf  inf inf
8019 inf  inf inf
8020 inf  inf inf
8021 inf  inf inf
8022 inf  inf inf
8023 inf  inf inf
8024 inf  inf inf
8025 inf  inf inf
8026 inf  inf inf
8027 inf  inf inf
8028 inf  inf inf
8029 inf  inf inf
8030 inf  inf inf
8031 inf  inf inf
8032 inf  inf inf
8033 inf  inf inf
8034 inf  inf inf
8035 inf  inf inf
8036 inf  inf inf
8037 inf  inf inf
8038 inf  inf inf
8039 inf  inf inf
8040 inf  inf inf
8041 inf  inf inf
8042 inf  inf inf
8043 inf  inf inf
8044 inf  inf inf
8045 inf  inf inf
8046 inf  inf inf
8047 inf  inf inf
8048 inf  inf inf
8049 inf  inf inf
8050 inf  inf inf
8051 inf  inf inf
8052 inf  inf inf
8053 inf  inf inf
8054 inf  inf inf
8055 inf  inf inf
8056 inf  inf inf
8057 inf  inf inf
8058 inf  inf inf
8059 inf  inf inf
8060 inf  inf inf
8061 inf  inf inf
8062 inf  inf inf
8063 inf  inf inf
8064 inf  inf inf
8065 inf  inf inf
8066 inf  inf inf
8067 inf  inf inf
8068 inf  inf inf
8069 inf  inf inf
8070 inf  inf inf
8071 inf  inf inf
8072 inf  inf inf
8073 inf  inf inf
8074 inf  inf inf
8075 inf  inf inf
8076 inf  inf inf
8077 inf  inf inf
8078 inf  inf inf
8079 inf  inf inf
8080 inf  inf inf
8081 inf  inf inf
8082 inf  inf inf
8083 inf  inf inf
8084 inf  inf inf
8085 inf  inf inf
8086 inf  inf inf
8087 inf  inf inf
8088 inf  inf inf
8089 inf  inf inf
8090 inf  inf inf
8091 inf  inf inf
8092 inf  inf inf
8093 inf  inf inf
8094 inf  inf inf
8095 inf  inf inf
8096 inf  inf inf
8097 inf  inf inf
8098 inf  inf inf
8099 inf  inf inf
8100 inf  inf inf
8101 inf  inf inf
8102 inf  inf inf
8103 inf  inf inf
8104 inf  inf inf
8105 inf  inf inf
8106 inf  inf inf
8107 inf  inf inf
8108 inf  inf inf
8109 inf  inf inf
8110 inf  inf inf
8111 inf  inf inf
8112 inf  inf inf
8113 inf  inf inf
8114 inf  inf inf
8115 inf  inf inf
8116 inf  inf inf
8117 inf  inf inf
8118 inf  inf inf
8119 inf  inf inf
8120 inf  inf inf
8121 inf  inf inf
8122 inf  inf inf
8123 inf  inf inf
8124 inf  inf inf
8125 inf  inf inf
8126 inf  inf inf
8127 inf  inf inf
8128 inf  inf inf
8129 inf  inf inf
8130 inf  inf inf
8131 inf  inf inf
8132 inf  inf inf
8133 inf  inf inf
8134 inf  inf inf
8135 inf  inf inf
8136 inf  inf inf
8137 inf  inf inf
8138 inf  inf inf
8139 inf  inf inf
8140 inf  inf inf
8141 inf  inf inf
8142 inf  inf inf
8143 inf  inf inf
8144 inf  inf inf
8145 inf  inf inf
8146 inf  inf inf
8147 inf  inf inf
8148 inf  inf inf
8149 inf  inf inf
8150 inf  inf inf
8151 inf  inf inf
8152 inf  inf inf
8153 inf  inf inf
8154 inf  inf inf
8155 inf  inf inf
8156 inf  inf inf
8157 inf  inf inf
8158 inf  inf inf
8159 inf  inf inf
8160 inf  inf inf
8161 inf  inf inf
8162 inf  inf inf
8163 inf  inf inf
8164 inf  inf inf
8165 inf  inf inf
8166 inf  inf inf
8167 inf  inf inf
8168 inf  inf inf
8169 inf  inf inf
8170 inf  inf inf
8171 inf  inf inf
8172 inf  inf inf
8173 inf  inf inf
8174 inf  inf inf
8175 inf  inf inf
8176 inf  inf inf
8177 inf  inf inf
8178 inf  inf inf
8179 inf  inf inf
8180 inf  inf inf
8181 inf  inf inf
8182 inf  inf inf
8183 inf  inf inf
8184 inf  inf inf
8185 inf  inf inf
8186 inf  inf inf
8187 inf  inf inf
8188 inf  inf inf
8189 inf  inf inf
8190 inf  inf inf
8191 inf  inf inf
8192 inf  inf inf
8193 inf  inf inf
8194 inf  inf inf
8195 inf  inf inf
8196 inf  inf inf
8197 inf  inf inf
8198 inf  inf inf
8199 inf  inf inf
8200 inf  inf inf
8201 inf  inf inf
8202 inf  inf inf
8203 inf  inf inf
8204 inf  inf inf
8205 inf  inf inf
8206 inf  inf inf
8207 inf  inf inf
8208 inf  inf inf
8209 inf  inf inf
8210 inf  inf inf
8211 inf  inf inf
8212 inf  inf inf
8213 inf  inf inf
8214 inf  inf inf
8215 inf  inf inf
8216 inf  inf inf
8217 inf  inf inf
8218 inf  inf inf
8219 inf  inf inf
8220 inf  inf inf
8221 inf  inf inf
8222 inf  inf inf
8223 inf  inf inf
8224 inf  inf inf
8225 inf  inf inf
8226 inf  inf inf
8227 inf  inf inf
8228 inf  inf inf
8229 inf  inf inf
8230 inf  inf inf
8231 inf  inf inf
8232 inf  inf inf
8233 inf  inf inf
8234 inf  inf inf
8235 inf  inf inf
8236 inf  inf inf
8237 inf  inf inf
8238 inf  inf inf
8239 inf  inf inf
8240 inf  inf inf
8241 inf  inf inf
8242 inf  inf inf
8243 inf  inf inf
8244 inf  inf inf
8245 inf  inf inf
8246 inf  inf inf
8247 inf  inf inf
8248 inf  inf inf
8249 inf  inf inf
8250 inf  inf inf
8251 inf  inf inf
8252 inf  inf inf
8253 inf  inf inf
8254 inf  inf inf
8255 inf  inf inf
8256 inf  inf inf
8257 inf  inf inf
8258 inf  inf inf
8259 inf  inf inf
8260 inf  inf inf
8261 inf  inf inf
8262 inf  inf inf
8263 inf  inf inf
8264 inf  inf inf
8265 inf  inf inf
8266 inf  inf inf
8267 inf  inf inf
8268 inf  inf inf
8269 inf  inf inf
8270 inf  inf inf
8271 inf  inf inf
8272 inf  inf inf
8273 inf  inf inf
8274 inf  inf inf
8275 inf  inf inf
8276 inf  inf inf
8277 inf  inf inf
8278 inf  inf inf
8279 inf  inf inf
8280 inf  inf inf
8281 inf  inf inf
8282 inf  inf inf
8283 inf  inf inf
8284 inf  inf inf
8285 inf  inf inf
8286 inf  inf inf
8287 inf  inf inf
8288 inf  inf inf
8289 inf  inf inf
8290 inf  inf inf
8291 inf  inf inf
8292 inf  inf inf
8293 inf  inf inf
8294 inf  inf inf
8295 inf  inf inf
8296 inf  inf inf
8297 inf  inf inf
8298 inf  inf inf
8299 inf  inf inf
8300 inf  inf inf
8301 inf  inf inf
8302 inf  inf inf
8303 inf  inf inf
8304 inf  inf inf
8305 inf  inf inf
8306 inf  inf inf
8307 inf  inf inf
8308 inf  inf inf
8309 inf  inf inf
8310 inf  inf inf
8311 inf  inf inf
8312 inf  inf inf
8313 inf  inf inf
8314 inf  inf inf
8315 inf  inf inf
8316 inf  inf inf
8317 inf  inf inf
8318 inf  inf inf
8319 inf  inf inf
8320 inf  inf inf
8321 inf  inf inf
8322 inf  inf inf
8323 inf  inf inf
8324 inf  inf inf
8325 inf  inf inf
8326 inf  inf inf
8327 inf  inf inf
8328 inf  inf inf
8329 inf  inf inf
8330 inf  inf inf
8331 inf  inf inf
8332 inf  inf inf
8333 inf  inf inf
8334 inf  inf inf
8335 inf  inf inf
8336 inf  inf inf
8337 inf  inf inf
8338 inf  inf inf
8339 inf  inf inf
8340 inf  inf inf
8341 inf  inf inf
8342 inf  inf inf
8343 inf  inf inf
8344 inf  inf inf
8345 inf  inf inf
8346 inf  inf inf
8347 inf  inf inf
8348 inf  inf inf
8349 inf  inf inf
8350 inf  inf inf
8351 inf  inf inf
8352 inf  inf inf
8353 inf  inf inf
8354 inf  inf inf
8355 inf  inf inf
8356 inf  inf inf
8357 inf  inf inf
8358 inf  inf inf
8359 inf  inf inf
8360 inf  inf inf
8361 inf  inf inf
8362 inf  inf inf
8363 inf  inf inf
8364 inf  inf inf
8365 inf  inf inf
8366 inf  inf inf
8367 inf  inf inf
8368 inf  inf inf
8369 inf  inf inf
8370 inf  inf inf
8371 inf  inf inf
8372 inf  inf inf
8373 inf  inf inf
8374 inf  inf inf
8375 inf  inf inf
8376 inf  inf inf
8377 inf  inf inf
8378 inf  inf inf
8379 inf  inf inf
8380 inf  inf inf
8381 inf  inf inf
8382 inf  inf inf
8383 inf  inf inf
8384 inf  inf inf
8385 inf  inf inf
8386 inf  inf inf
8387 inf  inf inf
8388 inf  inf inf
8389 inf  inf inf
8390 inf  inf inf
8391 inf  inf inf
8392 inf  inf inf
8393 inf  inf inf
8394 inf  inf inf
8395 inf  inf inf
8396 inf  inf inf
8397 inf  inf inf
8398 inf  inf inf
8399 inf  inf inf
8400 inf  inf inf
8401 inf  inf inf
8402 inf  inf inf
8403 inf  inf inf
8404 inf  inf inf
8405 inf  inf inf
8406 inf  inf inf
8407 inf  inf inf
8408 inf  inf inf
8409 inf  inf inf
8410 inf  inf inf
8411 inf  inf inf
8412 inf  inf inf
8413 inf  inf inf
8414 inf  inf inf
8415 inf  inf inf
8416 inf  inf inf
8417 inf  inf inf
8418 inf  inf inf
8419 inf  inf inf
8420 inf  inf inf
8421 inf  inf inf
8422 inf  inf inf
8423 inf  inf inf
8424 inf  inf inf
8425 inf  inf inf
8426 inf  inf inf
8427 inf  inf inf
8428 inf  inf inf
8429 inf  inf inf
8430 inf  inf inf
8431 inf  inf inf
8432 inf  inf inf
8433 inf  inf inf
8434 inf  inf inf
8435 inf  inf inf
8436 inf  inf inf
8437 inf  inf inf
8438 inf  inf inf
8439 inf  inf inf
8440 inf  inf inf
8441 inf  inf inf
8442 inf  inf inf
8443 inf  inf inf
8444 inf  inf inf
8445 inf  inf inf
8446 inf  inf inf
8447 inf  inf inf
8448 inf  inf inf
8449 inf  inf inf
8450 inf  inf inf
8451 inf  inf inf
8452 inf  inf inf
8453 inf  inf inf
8454 inf  inf inf
8455 inf  inf inf
8456 inf  inf inf
8457 inf  inf inf
8458 inf  inf inf
8459 inf  inf inf
8460 inf  inf inf
8461 inf  inf inf
8462 inf  inf inf
8463 inf  inf inf
8464 inf  inf inf
8465 inf  inf inf
8466 inf  inf inf
8467 inf  inf inf
8468 inf  inf inf
8469 inf  inf inf
8470 inf  inf inf
8471 inf  inf inf
8472 inf  inf inf
8473 inf  inf inf
8474 inf  inf inf
8475 inf  inf inf
8476 inf  inf inf
8477 inf  inf inf
8478 inf  inf inf
8479 inf  inf inf
8480 inf  inf inf
8481 inf  inf inf
8482 inf  inf inf
8483 inf  inf inf
8484 inf  inf inf
8485 inf  inf inf
8486 inf  inf inf
8487 inf  inf inf
8488 inf  inf inf
8489 inf  inf inf
8490 inf  inf inf
8491 inf  inf inf
8492 inf  inf inf
8493 inf  inf inf
8494 inf  inf inf
8495 inf  inf inf
8496 inf  inf inf
8497 inf  inf inf
8498 inf  inf inf
8499 inf  inf inf
8500 inf  inf inf
8501 inf  inf inf
8502 inf  inf inf
8503 inf  inf inf
8504 inf  inf inf
8505 inf  inf inf
8506 inf  inf inf
8507 inf  inf inf
8508 inf  inf inf
8509 inf  inf inf
8510 inf  inf inf
8511 inf  inf inf
8512 inf  inf inf
8513 inf  inf inf
8514 inf  inf inf
8515 inf  inf inf
8516 inf  inf inf
8517 inf  inf inf
8518 inf  inf inf
8519 inf  inf inf
8520 inf  inf inf
8521 inf  inf inf
8522 inf  inf inf
8523 inf  inf inf
8524 inf  inf inf
8525 inf  inf inf
8526 inf  inf inf
8527 inf  inf inf
8528 inf  inf inf
8529 inf  inf inf
8530 inf  inf inf
8531 inf  inf inf
8532 inf  inf inf
8533 inf  inf inf
8534 inf  inf inf
8535 inf  inf inf
8536 inf  inf inf
8537 inf  inf inf
8538 inf  inf inf
8539 inf  inf inf
8540 inf  inf inf
8541 inf  inf inf
8542 inf  inf inf
8543 inf  inf inf
8544 inf  inf inf
8545 inf  inf inf
8546 inf  inf inf
8547 inf  inf inf
8548 inf  inf inf
8549 inf  inf inf
8550 inf  inf inf
8551 inf  inf inf
8552 inf  inf inf
8553 inf  inf inf
8554 inf  inf inf
8555 inf  inf inf
8556 inf  inf inf
8557 inf  inf inf
8558 inf  inf inf
8559 inf  inf inf
8560 inf  inf inf
8561 inf  inf inf
8562 inf  inf inf
8563 inf  inf inf
8564 inf  inf inf
8565 inf  inf inf
8566 inf  inf inf
8567 inf  inf inf
8568 inf  inf inf
8569 inf  inf inf
8570 inf  inf inf
8571 inf  inf inf
8572 inf  inf inf
8573 inf  inf inf
8574 inf  inf inf
8575 inf  inf inf
8576 inf  inf inf
8577 inf  inf inf
8578 inf  inf inf
8579 inf  inf inf
8580 inf  inf inf
8581 inf  inf inf
8582 inf  inf inf
8583 inf  inf inf
8584 inf  inf inf
8585 inf  inf inf
8586 inf  inf inf
8587 inf  inf inf
8588 inf  inf inf
8589 inf  inf inf
8590 inf  inf inf
8591 inf  inf inf
8592 inf  inf inf
8593 inf  inf inf
8594 inf  inf inf
8595 inf  inf inf
8596 inf  inf inf
8597 inf  inf inf
8598 inf  inf inf
8599 inf  inf inf
8600 inf  inf inf
8601 inf  inf inf
8602 inf  inf inf
8603 inf  inf inf
8604 inf  inf inf
8605 inf  inf inf
8606 inf  inf inf
8607 inf  inf inf
8608 inf  inf inf
8609 inf  inf inf
8610 inf  inf inf
8611 inf  inf inf
8612 inf  inf inf
8613 inf  inf inf
8614 inf  inf inf
8615 inf  inf inf
8616 inf  inf inf
8617 inf  inf inf
8618 inf  inf inf
8619 inf  inf inf
8620 inf  inf inf
8621 inf  inf inf
8622 inf  inf inf
8623 inf  inf inf
8624 inf  inf inf
8625 inf  inf inf
8626 inf  inf inf
8627 inf  inf inf
8628 inf  inf inf
8629 inf  inf inf
8630 inf  inf inf
8631 inf  inf inf
8632 inf  inf inf
8633 inf  inf inf
8634 inf  inf inf
8635 inf  inf inf
8636 inf  inf inf
8637 inf  inf inf
8638 inf  inf inf
8639 inf  inf inf
8640 inf  inf inf
8641 inf  inf inf
8642 inf  inf inf
8643 inf  inf inf
8644 inf  inf inf
8645 inf  inf inf
8646 inf  inf inf
8647 inf  inf inf
